"date","order_id","category_id","subcategory_id","brand_id","price"
2020-10-01,1265458,2,20,703,115.72
2020-10-01,1256999,2,20,659,208.31
2020-10-01,1256251,2,51,703,624.98
2020-10-01,1264259,2,20,659,856.23
2020-10-01,1256973,2,20,703,173.59
2020-10-01,1254621,2,20,703,254.61
2020-10-01,1265393,2,20,196,92.34
2020-10-01,1264636,2,20,703,115.72
2020-10-01,1250143,2,20,703,138.87
2020-10-01,1250187,2,20,703,300.90
2020-10-01,1250238,2,20,659,1213.87
2020-10-01,1250274,2,20,659,856.23
2020-10-01,1264797,2,52,703,162.01
2020-10-01,1250661,2,52,196,138.87
2020-10-01,1264033,2,20,703,208.31
2020-10-01,1253126,2,51,215,451.37
2020-10-01,1264059,2,52,659,555.53
2020-10-01,1264394,2,12,703,185.16
2020-10-01,1251276,2,20,431,127.29
2020-10-01,1254548,13,41,653,175.90
2020-10-01,1264685,13,30,515,77.52
2020-10-01,1254548,13,41,776,209.00
2020-10-01,1264034,11,9,88,31.23
2020-10-01,1254115,13,30,881,14.56
2020-10-01,1264812,13,55,319,43.96
2020-10-01,1255617,13,30,195,194.42
2020-10-01,1264388,11,9,404,606.46
2020-10-01,1250036,13,41,368,18.03
2020-10-01,1250036,13,41,75,71.97
2020-10-01,1254531,13,55,776,879.61
2020-10-01,1264665,11,9,490,78.68
2020-10-01,1264365,13,55,776,543.96
2020-10-01,1250139,13,41,701,40.72
2020-10-01,1250139,13,41,75,49.98
2020-10-01,1264385,11,9,655,23.13
2020-10-01,1251823,11,9,907,3.45
2020-10-01,1264760,13,55,170,78.68
2020-10-01,1264836,13,30,515,77.52
2020-10-01,1264605,13,30,515,77.52
2020-10-01,1254238,11,9,907,5.76
2020-10-01,1264697,11,9,88,41.64
2020-10-01,1264254,13,55,776,925.90
2020-10-01,1264760,13,30,12,48.59
2020-10-01,1250329,13,30,703,210.63
2020-10-01,1257016,13,41,894,74.05
2020-10-01,1264465,13,30,790,23.13
2020-10-01,1264356,13,30,703,210.63
2020-10-01,1264535,13,55,87,335.63
2020-10-01,1249990,13,55,659,2342.57
2020-10-01,1264819,13,30,790,25.44
2020-10-01,1250019,13,55,776,509.24
2020-10-01,1264571,13,30,65,66.88
2020-10-01,1265334,13,8,692,27.75
2020-10-01,1264757,13,41,601,66.18
2020-10-01,1250106,13,41,775,5.53
2020-10-01,1264652,11,9,490,78.68
2020-10-01,1265283,13,55,149,34.70
2020-10-01,1264374,13,8,692,50.90
2020-10-01,1255369,13,55,87,462.94
2020-10-01,1250700,13,55,776,925.90
2020-10-01,1264638,13,30,844,150.44
2020-10-01,1264824,13,41,733,67.80
2020-10-01,1250278,13,30,515,77.52
2020-10-01,1250862,13,30,515,33.54
2020-10-01,1254115,13,30,786,2.75
2020-10-01,1255441,13,30,881,5.76
2020-10-01,1264760,13,30,515,53.22
2020-10-01,1264639,13,8,692,27.75
2020-10-01,1250014,13,41,733,83.54
2020-10-01,1265192,13,30,481,62.48
2020-10-01,1264494,13,41,75,49.98
2020-10-01,1264795,13,55,776,509.24
2020-10-01,1264659,11,9,490,78.68
2020-10-01,1264465,13,55,87,1192.11
2020-10-01,1256251,13,30,195,694.42
2020-10-01,1264760,13,55,776,879.61
2020-10-01,1250121,13,55,776,509.24
2020-10-01,1255369,13,30,881,11.55
2020-10-01,1264157,13,41,848,394.65
2020-10-01,1250218,13,55,659,1041.64
2020-10-01,1250036,13,41,653,143.26
2020-10-01,1256477,13,41,848,453.68
2020-10-01,1264749,13,32,899,282.38
2020-10-01,1256958,13,55,87,462.94
2020-10-01,1264763,13,41,292,114.33
2020-10-01,1255337,13,41,727,2.99
2020-10-01,1265226,5,49,547,254.61
2020-10-01,1253809,5,23,637,150.44
2020-10-01,1250225,5,23,333,92.57
2020-10-01,1265479,5,13,333,24.28
2020-10-01,1255171,5,49,136,104.14
2020-10-01,1265420,5,49,703,439.79
2020-10-01,1264674,5,49,703,520.81
2020-10-01,1264674,5,49,415,393.50
2020-10-01,1265368,5,49,848,64.79
2020-10-01,1264674,5,49,95,462.94
2020-10-01,1253356,5,47,528,43.96
2020-10-01,1264674,5,49,95,393.50
2020-10-01,1265446,5,49,447,219.88
2020-10-01,1265446,5,49,703,289.33
2020-10-01,1264517,5,49,632,198.13
2020-10-01,1264480,5,49,447,219.88
2020-10-01,1252926,5,49,703,995.35
2020-10-01,1264358,5,49,907,60.16
2020-10-01,1250118,5,49,757,347.20
2020-10-01,1255255,5,49,254,37.01
2020-10-01,1255259,5,49,95,324.05
2020-10-01,1254467,5,49,703,486.09
2020-10-01,1250118,5,49,95,393.50
2020-10-01,1250118,5,49,415,393.50
2020-10-01,1265520,5,49,637,43.96
2020-10-01,1257002,5,42,333,43.96
2020-10-01,1257002,5,49,333,47.43
2020-10-01,1265392,5,49,907,9.24
2020-10-01,1253151,5,49,664,87.94
2020-10-01,1253643,5,49,95,157.38
2020-10-01,1253151,5,49,136,43.96
2020-10-01,1253296,5,49,51,30.07
2020-10-01,1256747,5,42,333,648.13
2020-10-01,1264277,5,23,347,113.40
2020-10-01,1264681,5,49,415,393.50
2020-10-01,1256783,5,23,194,30.07
2020-10-01,1250213,5,49,703,462.94
2020-10-01,1254738,5,42,664,76.37
2020-10-01,1264681,5,49,691,358.77
2020-10-01,1254738,5,49,703,138.87
2020-10-01,1250071,5,23,333,387.71
2020-10-01,1264681,5,49,95,300.90
2020-10-01,1264681,5,49,95,152.75
2020-10-01,1257045,5,49,637,41.64
2020-10-01,1265363,5,49,848,81.00
2020-10-01,1265363,5,23,95,347.20
2020-10-01,1265313,5,49,637,50.90
2020-10-01,1264311,5,13,907,13.87
2020-10-01,1255768,5,42,637,115.72
2020-10-01,1264717,5,23,824,78.68
2020-10-01,1265469,5,49,703,120.35
2020-10-01,1265450,5,23,215,92.57
2020-10-01,1255171,5,13,333,24.28
2020-10-01,1264725,5,49,632,416.64
2020-10-01,1264766,5,49,447,289.33
2020-10-01,1250167,13,41,703,122.66
2020-10-01,1250167,13,41,701,81.00
2020-10-01,1264045,13,8,692,27.75
2020-10-01,1250223,13,8,103,57.85
2020-10-01,1264285,13,55,87,844.88
2020-10-01,1264376,13,55,776,925.90
2020-10-01,1250212,13,55,776,324.05
2020-10-01,1264154,13,30,515,13.87
2020-10-01,1250314,13,41,844,4.61
2020-10-01,1250505,13,55,776,543.96
2020-10-01,1264789,14,16,781,87.94
2020-10-01,1264608,13,55,776,879.61
2020-10-01,1254308,13,55,776,543.96
2020-10-01,1264606,13,55,844,486.09
2020-10-01,1264806,14,16,781,87.94
2020-10-01,1254308,13,30,881,11.55
2020-10-01,1250001,13,55,149,50.90
2020-10-01,1265201,13,30,10,76.37
2020-10-01,1264775,13,41,713,21.50
2020-10-01,1256292,13,55,278,24.05
2020-10-01,1264312,14,16,522,138.87
2020-10-01,1252176,14,16,714,57.85
2020-10-01,1264848,13,41,713,65.72
2020-10-01,1250095,13,30,195,266.18
2020-10-01,1264861,13,30,790,9.24
2020-10-01,1264861,13,30,790,18.50
2020-10-01,1264283,13,30,195,266.18
2020-10-01,1256666,13,55,87,462.94
2020-10-01,1265229,13,55,776,925.90
2020-10-01,1265543,13,30,517,12.71
2020-10-01,1250000,13,30,844,164.10
2020-10-01,1255235,13,8,692,8.77
2020-10-01,1250009,13,30,881,27.75
2020-10-01,1264154,13,55,776,509.24
2020-10-01,1265543,13,55,776,509.24
2020-10-01,1250505,13,30,515,13.87
2020-10-01,1250318,13,41,733,42.11
2020-10-01,1265434,13,41,767,75.21
2020-10-01,1265335,13,30,515,6.92
2020-10-01,1265488,13,30,515,19.65
2020-10-01,1265402,13,30,515,33.54
2020-10-01,1264775,13,30,790,9.24
2020-10-01,1265488,13,55,776,879.61
2020-10-01,1250009,13,8,647,7.38
2020-10-01,1252448,13,41,904,209.00
2020-10-01,1253384,13,30,776,76.37
2020-10-01,1251203,13,41,21,39.33
2020-10-01,1265409,13,55,776,543.96
2020-10-01,1250193,13,30,703,134.24
2020-10-01,1265524,13,55,829,5.07
2020-10-01,1253425,13,55,604,12.73
2020-10-01,1265499,13,30,515,13.87
2020-10-01,1265533,13,30,881,5.53
2020-10-01,1264811,13,30,881,27.75
2020-10-01,1264394,14,16,522,138.87
2020-10-01,1264269,13,55,776,543.96
2020-10-01,1250043,13,55,776,370.35
2020-10-01,1265409,13,30,881,5.76
2020-10-01,1250063,13,55,844,486.09
2020-10-01,1264862,13,55,87,1932.85
2020-10-01,1250277,13,41,703,203.45
2020-10-01,1257029,13,30,481,299.98
2020-10-01,1264236,13,35,844,902.75
2020-10-01,1251203,13,30,515,13.87
2020-10-01,1264489,13,8,692,50.90
2020-10-01,1249992,13,55,659,1041.64
2020-10-01,1264322,13,30,515,25.44
2020-10-01,1264628,13,30,515,77.52
2020-10-01,1250015,13,55,87,335.63
2020-10-01,1265194,13,30,844,101.60
2020-10-01,1250314,13,30,195,194.42
2020-10-01,1249985,13,41,292,123.59
2020-10-01,1249985,13,41,497,188.87
2020-10-01,1265428,13,30,790,23.13
2020-10-01,1254486,13,41,894,99.51
2020-10-01,1251203,13,55,776,810.16
2020-10-01,1250273,13,41,713,33.77
2020-10-01,1265199,13,30,481,34.70
2020-10-01,1255578,5,23,637,138.87
2020-10-01,1264734,5,49,415,393.50
2020-10-01,1264734,5,49,95,462.94
2020-10-01,1264734,5,49,95,393.50
2020-10-01,1250177,5,49,906,354.14
2020-10-01,1265490,5,23,907,9.24
2020-10-01,1250641,5,23,333,18.50
2020-10-01,1265468,5,49,637,50.90
2020-10-01,1252020,5,42,637,83.31
2020-10-01,1253721,5,49,637,115.72
2020-10-01,1264420,5,49,907,13.87
2020-10-01,1250156,5,13,586,27.75
2020-10-01,1253688,5,49,95,636.55
2020-10-01,1252232,5,49,703,555.53
2020-10-01,1255659,5,49,171,254.61
2020-10-01,1264734,5,49,703,520.81
2020-10-01,1252232,5,49,703,226.83
2020-10-01,1255496,5,49,95,648.13
2020-10-01,1252232,5,49,703,347.20
2020-10-01,1252232,5,49,703,462.94
2020-10-01,1264518,5,23,703,64.79
2020-10-01,1254115,5,49,907,60.16
2020-10-01,1256229,5,49,95,289.33
2020-10-01,1264730,5,49,757,307.85
2020-10-01,1256124,5,49,703,763.87
2020-10-01,1264518,5,49,907,67.11
2020-10-01,1256124,5,49,333,49.75
2020-10-01,1250240,5,49,637,162.01
2020-10-01,1253688,5,49,95,277.75
2020-10-01,1256229,5,49,703,138.87
2020-10-01,1255794,5,23,703,104.14
2020-10-01,1252687,5,23,703,104.14
2020-10-01,1264859,5,23,333,133.08
2020-10-01,1256255,5,49,691,358.77
2020-10-01,1253688,5,49,95,462.94
2020-10-01,1253274,5,49,295,4.61
2020-10-01,1254838,5,49,691,358.77
2020-10-01,1254838,5,49,415,370.35
2020-10-01,1250027,5,49,632,416.64
2020-10-01,1264086,5,23,703,97.20
2020-10-01,1250027,5,49,865,269.65
2020-10-01,1264840,5,49,50,48.59
2020-10-01,1254746,5,23,215,474.51
2020-10-01,1264086,5,49,703,300.90
2020-10-01,1264720,5,49,95,393.50
2020-10-01,1256075,5,49,637,115.72
2020-10-01,1264720,5,49,95,462.94
2020-10-01,1256268,5,49,40,46.27
2020-10-01,1264720,5,49,415,393.50
2020-10-01,1264720,5,49,703,520.81
2020-10-01,1250045,5,49,95,196.74
2020-10-01,1250045,5,49,95,74.05
2020-10-01,1250641,5,23,484,31.92
2020-10-01,1256143,2,28,790,27.75
2020-10-01,1264531,2,20,431,127.29
2020-10-01,1264531,2,20,431,101.83
2020-10-01,1264336,2,20,703,138.87
2020-10-01,1264289,2,20,703,138.87
2020-10-01,1264815,2,20,659,418.96
2020-10-01,1257030,2,52,874,462.94
2020-10-01,1255794,2,51,215,543.96
2020-10-01,1264721,2,12,196,324.05
2020-10-01,1250270,2,20,703,347.20
2020-10-01,1250182,2,20,703,161.78
2020-10-01,1264693,2,20,659,856.23
2020-10-01,1264501,2,51,703,370.35
2020-10-01,1264485,2,20,31,277.75
2020-10-01,1264450,2,51,703,277.75
2020-10-01,1257012,2,20,659,856.23
2020-10-01,1257004,2,20,659,856.23
2020-10-01,1264425,2,20,431,101.83
2020-10-01,1264317,2,20,659,418.96
2020-10-01,1265462,2,20,703,138.87
2020-10-01,1264396,2,20,703,254.61
2020-10-01,1255803,2,28,790,27.75
2020-10-01,1264668,2,20,431,231.46
2020-10-01,1253640,2,28,703,104.14
2020-10-01,1264531,2,20,703,138.87
2020-10-01,1264577,2,20,703,532.38
2020-10-01,1263975,2,52,703,277.75
2020-10-01,1257037,2,28,40,20.81
2020-10-01,1264042,2,20,431,208.31
2020-10-01,1257037,2,20,703,138.87
2020-10-01,1256968,2,20,703,138.87
2020-10-01,1253640,2,20,703,532.38
2020-10-01,1264491,2,52,874,745.35
2020-10-01,1264071,2,20,703,81.00
2020-10-01,1250219,2,20,659,1387.01
2020-10-01,1257038,2,20,431,101.83
2020-10-01,1264040,2,20,703,208.08
2020-10-01,1264469,2,12,659,1259.24
2020-10-01,1264380,2,20,659,208.31
2020-10-01,1264355,2,20,659,1433.54
2020-10-01,1256971,2,20,659,208.31
2020-10-01,1264343,2,52,659,393.50
2020-10-01,1256971,2,20,659,925.67
2020-10-01,1254024,2,20,703,231.46
2020-10-01,1251647,2,12,703,925.90
2020-10-01,1264156,2,20,703,231.46
2020-10-01,1253956,2,20,703,300.90
2020-10-01,1250196,2,20,703,254.61
2020-10-01,1264833,2,28,10,134.24
2020-10-01,1264830,2,20,279,300.90
2020-10-01,1251203,2,28,703,92.57
2020-10-01,1264542,2,51,703,1041.64
2020-10-01,1264785,2,12,703,532.38
2020-10-01,1264769,2,52,659,393.50
2020-10-01,1265379,2,51,703,474.51
2020-10-01,1264575,2,20,703,173.59
2020-10-01,1265317,2,26,663,31.00
2020-10-01,1250505,12,37,208,23.13
2020-10-01,1255290,12,37,691,543.96
2020-10-01,1253956,12,37,51,23.13
2020-10-01,1256475,12,37,664,46.27
2020-10-01,1256817,12,37,450,22.20
2020-10-01,1265496,12,37,119,23.13
2020-10-01,1256650,12,37,208,13.87
