"date","order_id","category_id","subcategory_id","brand_id","price"
2020-11-01,1333853,5,49,415,347.20
2020-11-01,1333853,5,49,215,300.90
2020-11-01,1334072,5,49,664,67.11
2020-11-01,1334074,5,49,95,486.09
2020-11-01,1334234,5,23,431,530.07
2020-11-01,1334363,5,49,907,67.11
2020-11-01,1334363,5,49,635,41.64
2020-11-01,1334407,5,49,907,46.27
2020-11-01,1334413,5,49,632,289.33
2020-11-01,1334388,5,49,51,34.70
2020-11-01,1334245,5,49,130,129.61
2020-11-01,1334093,5,23,703,150.44
2020-11-01,1333962,5,23,907,62.48
2020-11-01,1333925,5,23,703,104.14
2020-11-01,1333918,5,49,703,138.87
2020-11-01,1333879,5,42,637,111.09
2020-11-01,1333877,5,54,384,175.90
2020-11-01,1333877,5,49,40,78.68
2020-11-01,1333877,5,23,703,104.14
2020-11-01,1333870,5,49,703,97.20
2020-11-01,1333836,5,49,95,1134.24
2020-11-01,1333682,5,13,34,30.07
2020-11-01,1332798,5,49,392,254.61
2020-11-01,1333892,5,13,254,11.55
2020-11-01,1333882,5,49,130,208.31
2020-11-01,1333878,5,23,333,196.74
2020-11-01,1333866,5,49,447,203.68
2020-11-01,1333337,5,49,703,226.83
2020-11-01,1333407,5,49,691,509.24
2020-11-01,1333407,5,49,95,509.24
2020-11-01,1333442,5,49,907,46.27
2020-11-01,1333773,5,49,333,49.75
2020-11-01,1333446,5,23,288,17.57
2020-11-01,1333446,5,23,288,9.24
2020-11-01,1333773,5,23,637,208.31
2020-11-01,1333586,5,49,50,23.13
2020-11-01,1333586,5,49,51,23.13
2020-11-01,1333231,5,49,703,416.64
2020-11-01,1333184,5,42,333,115.72
2020-11-01,1333493,5,49,51,30.07
2020-11-01,1332996,5,49,547,162.01
2020-11-01,1332828,5,23,333,115.72
2020-11-01,1332177,5,49,663,104.14
2020-11-01,1333066,5,23,703,150.44
2020-11-01,1333026,5,49,703,844.88
2020-11-01,1351112,5,42,637,85.63
2020-11-01,1351112,5,47,528,34.70
2020-11-01,1351053,5,49,664,124.98
2020-11-01,1332826,5,49,848,127.29
2020-11-01,1333501,5,23,215,474.51
2020-11-01,1335014,5,49,907,43.96
2020-11-01,1332109,5,49,632,289.33
2020-11-01,1332914,5,49,664,124.98
2020-11-01,1333487,5,49,383,314.79
2020-11-01,1333523,5,47,528,34.70
2020-11-01,1333523,5,49,136,37.01
2020-11-01,1332553,5,49,415,231.46
2020-11-01,1332500,5,49,703,416.64
2020-11-01,1332499,5,13,34,30.07
2020-11-01,1334142,5,49,907,254.61
2020-11-01,1334008,5,13,753,27.75
2020-11-01,1333391,5,23,333,196.74
2020-11-01,1333332,5,49,703,462.94
2020-11-01,1333977,5,49,632,194.42
2020-11-01,1333904,5,49,254,17.34
2020-11-01,1334062,5,49,663,85.63
2020-11-01,1334243,5,49,906,465.25
2020-11-01,1334253,5,49,95,1097.20
2020-11-01,1334253,5,49,95,895.81
2020-11-01,1334253,5,49,95,914.33
